mobile_id,battery_power,bluetooth,clock_speed,dual_sim,front_cam,four_g,int_memory,mobile_depth,mobile_wt,n_cores,primary_cam,px_height,px_width,ram,screen_ht,screen_wid,talk_time,three_g,touch_screen,wifi,price_class
104035,1034,No,2.6,Yes,2,Yes,Medium,0.3,190,3,4,182,1293,969,15,1,7,Yes,No,No,0
104036,945,No,0.9,No,8,No,Low,0.9,95,5,14,1110,1480,1057,11,7,10,No,No,Yes,0
104037,1987,Yes,3.2,Yes,7,Yes,High,1.1,122,1,16,1171,1391,1779,4,1,4,Yes,Yes,No,1
104038,912,No,0.7,No,3,No,Medium,0.9,182,3,6,724,794,1321,7,2,6,No,Yes,Yes,0
104039,1172,Yes,0.0,Yes,1,No,Medium,0.2,141,1,7,1279,1605,1998,7,6,16,No,Yes,Yes,1
104040,1519,No,1.3,Yes,8,Yes,Low,0.6,230,5,13,1133,1044,2886,5,7,2,Yes,Yes,Yes,0
104041,835,Yes,2.7,No,13,Yes,Low,0.8,62,6,15,381,1070,332,18,11,1,Yes,No,Yes,0
104042,1175,Yes,1.3,No,2,No,Low,0.3,164,7,9,873,1394,1944,9,4,9,Yes,Yes,No,0
104043,1290,Yes,1.4,Yes,19,Yes,Medium,0.3,110,4,20,405,742,879,16,2,8,Yes,No,No,0
104044,1583,Yes,2.1,Yes,11,No,Low,0.7,148,7,16,942,1651,1704,17,13,2,Yes,No,Yes,0
104045,672,Yes,0.5,Yes,0,No,Medium,0.9,95,4,11,578,1143,667,17,8,14,No,No,No,0
104046,1196,Yes,0.4,Yes,2,Yes,Low,1.0,22,1,2,208,915,3064,6,2,21,Yes,Yes,Yes,0
104047,1621,No,3.7,No,4,Yes,Medium,0.6,241,1,2,270,1725,559,9,8,7,Yes,Yes,Yes,0
104048,1834,Yes,0.8,No,2,Yes,Low,0.2,221,5,8,1285,1443,2968,21,20,21,Yes,Yes,Yes,1
104049,581,No,0.6,No,5,Yes,Medium,0.2,180,2,10,523,565,354,10,4,13,Yes,Yes,Yes,0
104050,1436,No,2.5,Yes,0,Yes,Medium,0.9,124,8,1,1826,1836,2736,12,5,19,Yes,Yes,No,1
104051,1359,No,0.2,Yes,1,No,Medium,0.9,185,2,1,936,1009,461,4,0,27,No,No,Yes,0
104052,697,No,3.0,No,0,No,Medium,0.0,101,8,0,647,752,1453,17,1,9,Yes,Yes,No,0
104053,691,Yes,2.7,Yes,4,Yes,Medium,0.9,108,4,8,951,962,424,5,3,15,Yes,Yes,Yes,0
104054,1724,Yes,0.2,No,7,Yes,High,0.5,167,1,7,466,400,3483,4,1,14,Yes,No,Yes,1
104055,1779,Yes,2.6,Yes,2,No,Low,0.8,90,1,3,1225,1717,1246,12,2,20,No,Yes,No,0
104056,1496,Yes,2.0,Yes,4,No,Medium,0.5,182,5,5,96,741,854,16,0,7,No,Yes,Yes,0
104057,1085,Yes,2.3,No,1,Yes,Low,0.6,131,9,8,1225,1671,3838,17,2,11,Yes,No,Yes,0
104058,684,Yes,0.9,Yes,3,Yes,High,1.0,157,5,9,159,1738,3756,17,5,12,Yes,Yes,Yes,0
104059,1025,No,2.5,Yes,3,Yes,Medium,0.9,163,1,1,115,925,570,3,5,8,Yes,No,Yes,0
104060,689,No,1.4,No,2,No,Medium,0.5,103,5,11,256,823,3585,10,1,10,Yes,No,No,0
104061,1256,Yes,0.5,Yes,3,No,Medium,0.3,309,6,3,139,1251,458,1,8,15,Yes,Yes,No,0
104062,,No,1.5,,,No,,0.7,182,5,16,,836,,5,0,12,No,No,Yes,0
104063,,Yes,2.4,,,No,,0.2,178,6,12,,831,,19,12,15,Yes,No,No,0
104064,742,Yes,2.3,No,0,No,Medium,0.7,104,8,1,875,925,331,11,8,7,Yes,No,No,0
104065,1608,Yes,2.3,No,0,Yes,High,0.6,64,10,3,1395,2084,2488,22,20,3,Yes,No,Yes,1
104066,925,No,0.0,Yes,1,Yes,Medium,0.3,8,5,3,1340,1095,600,3,1,14,Yes,Yes,Yes,0
104067,1077,Yes,2.5,No,13,Yes,Medium,0.6,131,4,14,334,1079,3454,17,11,2,Yes,No,Yes,0
104068,2097,Yes,2.6,Yes,7,Yes,High,1.3,110,1,23,1380,1447,503,2,3,0,Yes,Yes,Yes,0
104069,1442,Yes,2.3,Yes,1,Yes,Medium,1.5,152,5,19,1218,1317,2932,11,3,4,Yes,Yes,Yes,1
104070,1721,Yes,0.9,Yes,1,No,Medium,1.0,160,7,19,142,658,1406,5,0,16,Yes,Yes,No,0
104071,571,Yes,2.0,Yes,5,Yes,Medium,0.6,101,6,11,31,1536,555,19,10,11,Yes,No,Yes,0
104072,1955,No,4.2,Yes,6,Yes,Low,0.0,142,1,15,570,617,312,4,0,12,Yes,Yes,Yes,0
104073,1669,No,3.1,Yes,0,No,Medium,1.0,114,8,1,745,942,2443,14,12,23,Yes,No,Yes,1
104074,1096,Yes,2.4,Yes,13,Yes,Medium,0.3,228,8,10,595,744,759,20,15,23,Yes,Yes,No,0
104075,618,Yes,2.2,Yes,0,Yes,High,0.9,138,2,1,853,1781,2574,14,3,5,Yes,Yes,No,0
104076,1979,Yes,1.0,No,2,Yes,Medium,0.9,190,10,2,316,656,3011,7,10,1,Yes,Yes,Yes,0
104077,1476,Yes,1.6,Yes,6,No,Medium,0.1,118,1,9,767,1101,3269,9,1,15,Yes,No,Yes,1
104078,552,No,2.6,No,1,No,Low,0.1,84,1,1,1266,1675,974,11,11,19,No,No,Yes,0
104079,1635,No,2.6,Yes,0,Yes,Low,0.6,182,4,0,1209,1411,2315,10,1,2,Yes,Yes,No,0
104080,1683,Yes,3.4,Yes,26,Yes,Low,0.4,111,4,25,1029,1507,2647,20,26,10,Yes,Yes,Yes,1
104081,1443,No,3.5,Yes,4,No,Low,0.2,143,4,9,847,836,2429,18,28,3,Yes,Yes,Yes,1
104082,557,Yes,1.6,No,0,No,Medium,0.5,125,3,0,1131,1315,1305,12,8,3,Yes,No,Yes,0
104083,1660,No,0.6,No,2,Yes,Medium,0.8,169,2,3,223,1777,2402,12,10,14,Yes,Yes,Yes,0
104084,1113,No,0.9,Yes,9,Yes,High,0.9,33,1,12,217,2233,3512,17,3,6,Yes,Yes,Yes,0
104085,,No,1.4,,,No,,0.5,182,,0,,1781,,16,11,8,No,No,,0
104086,1190,Yes,2.2,Yes,9,No,Medium,0.3,186,6,10,1417,1441,624,9,3,19,Yes,Yes,Yes,0
104087,1158,No,0.4,Yes,1,Yes,Medium,0.9,92,1,9,1082,1438,266,20,7,3,Yes,No,Yes,0
104088,1768,Yes,2.0,No,0,Yes,Low,0.8,88,7,2,1303,1814,3256,9,6,5,Yes,Yes,No,0
104089,828,Yes,0.5,Yes,4,No,High,0.0,137,1,5,492,1603,1250,18,13,21,No,Yes,No,0
104090,1809,Yes,1.7,No,3,Yes,Medium,0.1,174,3,4,639,721,2324,10,6,16,Yes,No,Yes,1
104091,1293,Yes,1.3,No,5,Yes,Low,0.4,95,2,5,295,1044,2355,27,9,13,Yes,Yes,Yes,0
104092,1717,Yes,2.6,Yes,15,Yes,Low,0.0,184,5,16,562,978,3779,7,1,8,Yes,Yes,Yes,0
104093,1191,No,1.3,,,Yes,,0.8,84,1,20,,683,1604,14,3,9,Yes,No,Yes,1
104094,1211,Yes,1.2,No,0,No,Medium,0.3,130,2,3,58,963,2750,6,1,14,No,Yes,No,0
104095,1275,No,0.2,No,3,Yes,Medium,0.3,72,2,9,593,1425,1336,10,3,16,Yes,No,Yes,0
104096,580,Yes,0.9,No,1,Yes,Medium,0.3,93,5,4,783,1203,3021,18,0,2,Yes,Yes,Yes,0
104097,1634,No,1.0,No,6,No,Medium,0.7,87,8,6,235,1997,1712,13,6,18,Yes,No,Yes,0
104098,1636,No,2.2,No,3,Yes,Medium,0.1,206,1,18,514,529,2183,20,10,7,Yes,No,No,1
104099,1176,Yes,2.1,No,2,Yes,High,0.5,168,2,10,674,1455,1534,6,2,17,Yes,No,No,1
104100,1729,Yes,2.1,Yes,1,No,Low,0.9,186,1,6,461,1178,1519,9,4,5,Yes,No,Yes,0
104101,736,Yes,1.0,Yes,1,No,Low,1.1,140,8,2,319,505,3121,18,9,4,Yes,Yes,No,0
104102,1721,Yes,4.2,No,5,No,High,0.1,35,1,8,253,1134,674,17,13,23,No,No,Yes,0
104103,582,Yes,1.1,Yes,4,Yes,High,1.3,179,5,13,156,1745,3838,17,6,8,Yes,Yes,Yes,0
104104,1048,Yes,0.9,No,10,Yes,Medium,0.8,194,2,19,966,1975,1458,5,1,15,Yes,No,Yes,0
104105,1883,Yes,2.7,Yes,6,Yes,Medium,0.5,95,2,10,531,791,3724,16,15,20,Yes,Yes,Yes,1
104106,1529,Yes,3.8,Yes,7,No,Low,0.2,122,11,24,376,671,3553,21,1,14,No,Yes,Yes,0
104107,1014,Yes,0.0,Yes,0,Yes,Low,0.4,130,1,0,1545,1444,1022,14,14,0,Yes,Yes,Yes,0
104108,1819,No,0.0,Yes,14,No,Medium,0.7,139,1,18,329,1561,1131,7,0,8,No,No,No,0
104109,1775,Yes,1.5,No,3,No,Medium,0.1,164,1,7,1634,1868,2342,19,13,14,Yes,Yes,Yes,1
104110,1722,Yes,2.7,No,5,Yes,Medium,1.2,67,11,5,1386,1764,3178,6,3,1,Yes,Yes,No,1
104111,915,No,1.7,Yes,1,Yes,Medium,0.3,103,1,14,432,1148,2272,15,3,18,Yes,Yes,No,0
104112,826,Yes,2.4,Yes,14,Yes,Medium,0.6,117,2,17,1077,1183,1907,15,14,5,Yes,No,No,0
104113,756,Yes,2.2,No,3,No,Medium,0.1,91,1,4,1439,1951,2380,22,10,17,No,Yes,Yes,0
104114,634,Yes,3.5,No,5,Yes,High,0.8,104,3,0,1282,2130,334,24,5,12,Yes,Yes,Yes,0
104115,748,Yes,3.5,No,11,Yes,Medium,0.1,55,4,5,927,926,2219,14,11,5,Yes,Yes,Yes,0
104116,1600,No,0.5,No,1,Yes,Medium,1.0,189,2,3,270,1767,2392,14,12,17,Yes,Yes,Yes,0
104117,1905,Yes,0.6,No,5,No,Medium,0.3,112,3,11,1394,1570,2143,19,16,1,Yes,Yes,Yes,1
104118,1210,No,0.3,No,21,Yes,Low,0.5,87,7,23,812,818,537,11,1,14,Yes,Yes,Yes,0
104119,1446,Yes,0.4,No,5,Yes,Medium,0.6,182,8,12,820,1465,3049,15,7,19,Yes,No,Yes,1
104120,730,Yes,2.4,Yes,5,Yes,Low,0.0,67,3,3,470,1068,2168,4,2,24,Yes,Yes,Yes,0
104121,1386,Yes,2.5,No,1,Yes,Medium,0.3,127,1,15,240,946,3184,2,3,7,Yes,Yes,Yes,0
104122,918,No,0.2,No,1,No,High,0.2,179,3,0,126,1401,396,16,10,18,Yes,No,No,0
104123,2113,Yes,1.7,Yes,5,Yes,High,1.4,211,6,22,1304,1165,1837,24,10,16,Yes,Yes,No,1
104124,808,No,1.9,No,7,No,Medium,0.8,185,6,14,496,974,1471,13,4,11,No,Yes,No,0
104125,1135,No,3.5,No,3,No,Medium,0.0,81,5,1,602,1322,2077,4,7,12,No,No,No,0
104126,1416,No,1.4,Yes,1,Yes,Low,0.2,203,4,2,903,1205,1011,2,4,5,Yes,Yes,No,0
104127,1679,Yes,0.5,Yes,6,Yes,Medium,0.2,109,9,19,610,419,1450,14,10,24,Yes,No,Yes,0
104128,1628,Yes,1.8,Yes,11,No,Medium,0.1,136,2,13,500,1713,3358,17,11,12,Yes,Yes,Yes,1
104129,514,Yes,2.9,Yes,5,No,Low,0.7,141,2,8,1083,1492,980,13,7,16,No,No,Yes,0
104130,972,Yes,2.7,Yes,1,No,Low,1.0,126,4,2,687,816,3035,12,7,19,Yes,No,Yes,0
104131,1034,Yes,4.3,Yes,12,No,Medium,0.2,220,0,11,128,1034,3953,18,7,1,No,No,No,0
104132,576,Yes,1.2,Yes,2,Yes,Medium,0.1,254,9,11,359,635,2677,0,1,3,Yes,No,Yes,0
104133,1996,Yes,2.8,Yes,0,Yes,Low,0.1,138,5,4,937,1083,1258,17,14,16,Yes,No,No,0
104134,1266,No,2.6,No,1,No,Low,0.4,86,7,2,1187,1595,398,16,8,3,Yes,Yes,Yes,0
104135,645,No,2.5,No,10,Yes,High,1.0,174,4,14,278,584,3615,18,8,13,Yes,No,Yes,0
104136,1290,No,0.5,No,0,No,Low,0.1,143,6,4,600,1109,1214,9,8,15,No,Yes,Yes,0
104137,,Yes,0.5,,,Yes,,0.6,192,1,0,,1235,,5,4,13,Yes,No,Yes,0
104138,1417,Yes,2.0,Yes,1,No,Low,0.1,77,4,2,1199,1624,3871,8,0,8,No,No,Yes,0
104139,1617,Yes,2.6,No,14,No,Medium,0.9,113,6,20,283,676,3685,13,1,18,No,No,No,0
104140,1598,Yes,0.5,Yes,0,Yes,High,0.7,68,2,0,13,971,522,13,8,5,Yes,Yes,Yes,0
104141,2006,Yes,0.5,No,6,No,Medium,0.2,126,1,16,643,1116,1325,15,11,6,No,Yes,Yes,0
104142,1913,Yes,2.3,Yes,8,Yes,Low,1.2,190,3,22,846,1500,3764,4,3,16,Yes,Yes,Yes,0
104143,897,No,1.4,Yes,1,No,Low,0.4,171,1,2,547,1852,2948,12,3,5,No,No,Yes,0
104144,2093,Yes,0.5,Yes,1,Yes,Medium,0.2,156,6,12,816,1267,911,1,4,28,Yes,Yes,Yes,0
104145,1237,Yes,2.5,No,7,No,Low,0.8,98,4,12,18,1004,2528,11,8,16,No,No,No,0
104146,1691,Yes,0.1,Yes,3,No,High,0.9,130,9,13,263,526,1838,2,2,22,No,Yes,Yes,0
104147,830,Yes,1.5,Yes,4,Yes,Medium,0.0,42,10,12,1914,1994,654,22,26,32,Yes,Yes,Yes,0
104148,1708,Yes,0.6,Yes,8,Yes,Medium,1.1,299,7,5,382,975,3706,4,2,6,Yes,Yes,Yes,0
104149,795,Yes,0.5,No,5,Yes,Medium,0.0,180,2,15,594,1833,856,1,1,26,Yes,No,No,0
104150,995,Yes,2.4,No,5,Yes,Low,0.3,183,9,7,58,1182,1947,0,5,3,Yes,Yes,Yes,0
104151,1512,Yes,0.2,Yes,2,No,Low,0.5,236,1,24,245,735,2121,2,3,28,Yes,Yes,Yes,0
104152,1875,No,1.1,No,3,Yes,Medium,0.5,101,1,7,630,1427,497,7,10,12,Yes,Yes,No,0
104153,685,Yes,0.6,Yes,11,Yes,Low,0.2,150,9,4,592,641,2176,15,8,22,Yes,Yes,No,0
104154,1146,Yes,1.2,Yes,2,Yes,High,0.4,213,1,5,815,1104,1863,0,4,1,Yes,Yes,No,1
104155,1634,Yes,3.7,Yes,1,No,High,0.2,32,8,17,709,1610,609,12,5,12,No,Yes,Yes,0
104156,1368,No,3.0,Yes,10,No,Medium,0.2,97,7,18,698,829,2496,13,6,5,No,Yes,Yes,1
104157,849,No,0.3,No,2,No,Medium,0.4,112,9,6,530,1176,2881,3,0,11,No,No,Yes,0
104158,1877,Yes,3.7,No,3,No,Low,0.5,187,7,5,578,592,3850,5,1,8,No,Yes,Yes,0
104159,1215,No,1.0,No,4,No,Low,0.1,130,4,8,454,1473,2632,7,1,15,No,No,Yes,0
104160,1658,Yes,1.4,Yes,0,Yes,Medium,0.3,159,5,0,51,739,2609,12,11,19,Yes,No,No,0
104161,,No,0.9,,,Yes,,0.2,194,5,9,,583,,13,1,16,Yes,Yes,Yes,0
104162,1668,No,2.9,Yes,8,Yes,High,0.6,66,0,15,640,870,2403,8,12,27,Yes,Yes,Yes,1
104163,1522,No,2.2,No,4,No,Medium,0.7,162,6,11,533,1696,3767,15,9,16,No,No,Yes,0
104164,1588,No,0.5,No,0,Yes,High,0.8,159,1,13,1064,1594,3272,18,0,17,Yes,Yes,No,1
104165,1347,No,0.9,Yes,8,Yes,Medium,0.8,108,6,15,961,1008,3836,15,3,14,Yes,No,Yes,1
104166,1160,No,1.9,No,4,Yes,Medium,1.0,218,5,3,18,1224,2472,14,6,18,Yes,No,No,0
104167,1164,No,0.1,No,2,No,High,0.4,96,10,3,396,735,533,7,4,3,Yes,Yes,No,0
104168,689,No,1.4,No,2,No,Medium,0.5,103,5,11,256,823,3585,10,1,10,Yes,No,No,0
104169,981,Yes,2.1,Yes,2,Yes,Medium,0.5,119,8,18,37,1935,2043,10,7,17,Yes,Yes,No,0
104170,766,No,2.0,No,0,Yes,Medium,0.9,66,5,31,233,988,1301,17,16,4,Yes,Yes,Yes,0
104171,737,Yes,2.4,Yes,7,No,Medium,0.6,193,4,16,781,1463,2951,7,0,10,No,Yes,No,0
104172,805,Yes,0.7,No,0,No,High,0.1,97,4,14,641,704,418,11,6,17,No,Yes,Yes,0
104173,1569,No,3.1,Yes,14,Yes,Medium,1.3,67,5,25,171,730,1933,5,4,7,Yes,Yes,Yes,0
104174,1438,No,2.2,No,0,Yes,Medium,0.6,176,7,6,683,1663,869,19,13,9,Yes,Yes,Yes,0
104175,623,No,1.4,Yes,0,Yes,Low,0.2,189,3,1,778,844,3510,14,4,18,Yes,No,Yes,0
104176,904,No,1.8,No,3,Yes,Medium,0.4,168,3,4,42,507,1360,15,12,11,Yes,No,No,0
104177,1860,Yes,2.3,No,15,No,Medium,0.6,162,4,16,1362,1506,3918,9,2,8,No,Yes,No,0
104178,987,No,2.0,Yes,1,No,Medium,0.8,192,7,3,412,565,1454,11,3,8,Yes,Yes,No,0
104179,1089,No,1.4,Yes,10,No,Low,0.1,153,7,20,211,1409,2620,7,5,13,Yes,No,No,0
104180,1174,Yes,0.9,No,7,No,Medium,1.0,147,4,20,744,1244,804,17,14,16,No,Yes,Yes,0
104181,1878,No,0.3,Yes,1,Yes,Medium,0.3,217,1,10,700,700,1793,12,19,13,Yes,No,Yes,1
104182,1063,No,1.5,No,7,No,Low,0.9,155,4,10,394,849,1919,12,10,20,Yes,Yes,No,0
104183,2042,Yes,0.8,Yes,5,No,Low,0.9,245,9,24,0,1027,600,3,1,3,Yes,Yes,Yes,0
104184,1653,Yes,1.5,Yes,0,Yes,Medium,0.3,109,2,0,545,627,3113,12,5,10,Yes,Yes,No,1
104185,389,No,1.2,Yes,16,Yes,High,0.8,243,7,16,44,1961,3061,23,2,20,Yes,Yes,No,0
104186,706,No,2.5,Yes,1,No,Medium,0.7,101,7,3,1148,1789,385,5,1,11,Yes,No,Yes,0
104187,1063,No,2.4,Yes,1,Yes,Low,0.3,61,7,9,245,522,2525,10,0,25,Yes,Yes,Yes,0
104188,602,No,2.5,No,1,Yes,High,0.8,93,4,2,1136,1998,330,18,5,8,Yes,No,Yes,0
104189,1402,Yes,0.6,Yes,3,No,Medium,0.3,87,7,12,1081,1767,347,17,0,12,Yes,No,Yes,0
104190,472,Yes,0.5,Yes,5,Yes,Medium,0.8,187,3,13,236,1733,1926,11,1,2,Yes,Yes,Yes,0
104191,818,Yes,1.1,Yes,25,No,High,0.3,179,11,26,1136,1213,1338,9,2,22,Yes,No,Yes,0
104192,1026,Yes,0.9,No,11,Yes,Medium,0.9,202,2,21,970,1999,1474,5,1,15,Yes,No,Yes,0
104193,1919,Yes,2.5,No,11,No,Medium,0.1,203,3,14,983,2021,1940,20,9,15,No,Yes,No,1
104194,1071,No,2.4,Yes,3,Yes,High,0.2,50,4,4,1404,1555,3548,13,5,8,Yes,Yes,Yes,1
104195,1278,Yes,1.2,No,10,Yes,Medium,0.6,172,7,14,1244,1504,3142,11,4,19,Yes,No,Yes,1
104196,1981,Yes,1.9,Yes,13,No,Medium,0.3,175,6,18,193,1234,1380,10,1,13,No,Yes,No,0
104197,870,No,0.8,Yes,0,Yes,Low,0.9,190,5,3,493,1098,2889,19,21,14,Yes,Yes,Yes,0
104198,1646,No,2.6,Yes,4,Yes,Medium,1.1,243,3,15,405,1349,335,9,4,20,Yes,Yes,Yes,0
104199,623,Yes,0.9,No,1,Yes,Low,0.1,102,8,7,1749,1781,3537,16,13,3,Yes,No,Yes,0
104200,779,Yes,0.7,Yes,14,Yes,Low,0.4,15,8,16,1149,1465,499,5,10,30,Yes,Yes,No,0
104201,1813,Yes,0.6,Yes,0,Yes,Low,0.2,198,3,8,338,1306,759,9,3,14,Yes,Yes,No,0
104202,1831,Yes,2.1,Yes,0,No,Low,0.9,200,1,1,336,900,2279,17,14,4,No,No,No,0
104203,1773,Yes,2.5,No,16,Yes,Medium,0.6,170,6,18,1215,1472,3566,17,6,13,Yes,No,Yes,1
104204,873,Yes,0.5,Yes,6,No,Low,0.6,152,7,9,1257,1411,575,15,8,7,Yes,No,Yes,0
104205,749,Yes,0.8,Yes,9,Yes,Low,0.7,145,8,6,522,1792,361,4,6,13,Yes,No,No,0
104206,688,Yes,1.5,No,0,No,Low,1.0,89,3,2,271,869,391,5,2,8,Yes,Yes,Yes,0
104207,1932,Yes,0.5,Yes,5,Yes,High,0.0,115,1,13,1384,1582,2084,23,19,9,Yes,Yes,Yes,1
104208,1568,Yes,0.1,Yes,4,Yes,Low,0.3,257,4,13,597,1565,2289,11,11,5,Yes,No,Yes,0
104209,1778,No,0.5,No,0,Yes,Medium,0.5,101,6,11,1028,1445,3941,19,6,13,Yes,No,No,0
104210,743,No,1.2,Yes,23,No,Medium,1.5,199,10,14,61,513,514,13,3,8,Yes,Yes,Yes,0
104211,1493,No,1.5,Yes,13,No,Medium,0.5,102,5,16,240,1414,2083,19,15,20,No,Yes,Yes,0
104212,917,Yes,0.5,No,1,Yes,Medium,0.5,88,6,2,423,909,3424,19,2,13,Yes,Yes,No,0
104213,761,Yes,1.9,No,0,No,Low,0.8,134,5,2,574,1070,3343,22,20,17,Yes,No,Yes,0
104214,448,No,1.3,Yes,5,No,High,1.1,190,3,2,291,929,2424,22,21,21,Yes,Yes,Yes,0
104215,1913,Yes,1.8,No,0,No,Medium,0.6,111,5,4,675,742,2023,17,13,8,Yes,Yes,No,1
104216,1791,Yes,0.5,Yes,1,Yes,Medium,0.5,110,5,4,371,682,594,17,8,16,Yes,No,Yes,0
104217,2018,No,0.4,No,9,No,High,0.2,81,3,8,390,680,3282,4,1,11,Yes,No,No,0
104218,1867,No,2.3,No,0,Yes,Low,0.1,191,6,3,712,1442,990,6,1,2,Yes,No,Yes,0
104219,1444,Yes,2.9,Yes,0,Yes,Low,0.3,179,8,1,354,1767,3339,8,0,16,Yes,Yes,Yes,0
104220,1853,No,0.5,Yes,1,No,Medium,0.3,197,6,13,985,1005,1973,10,2,8,Yes,No,Yes,1
104221,763,No,2.7,Yes,3,No,Medium,1.0,102,4,2,116,758,475,18,11,19,Yes,Yes,Yes,0
104222,1010,No,4.4,No,11,Yes,Medium,1.3,107,5,19,261,1321,1267,22,2,10,Yes,Yes,Yes,0
104223,1135,Yes,2.8,Yes,9,No,Medium,0.4,159,1,11,690,1588,3203,18,13,6,Yes,No,No,1
104224,965,Yes,0.5,No,15,No,Medium,1.0,131,8,19,297,653,3227,12,6,8,Yes,No,No,0
104225,867,Yes,1.5,No,0,Yes,Medium,0.1,159,4,0,289,724,2157,8,6,18,Yes,No,No,0
104226,1235,Yes,3.1,Yes,20,Yes,Low,0.0,107,4,23,1117,1507,3524,19,18,8,Yes,No,Yes,0
104227,586,No,0.5,No,6,No,Medium,0.4,156,7,7,1248,1321,1688,6,2,6,Yes,No,No,0
104228,1776,No,2.2,No,2,No,Medium,0.9,82,6,16,1563,1803,2671,15,10,12,No,Yes,Yes,0
104229,1527,No,2.7,No,10,Yes,Medium,0.1,154,5,14,526,1116,2078,5,3,11,Yes,Yes,Yes,1
104230,1422,Yes,3.5,Yes,18,Yes,High,0.7,165,2,20,13,1279,935,25,11,1,Yes,No,No,0
104231,,No,0.5,,,No,,0.1,155,,13,,1203,,9,5,8,Yes,Yes,,0
104232,1631,Yes,0.2,No,5,No,Medium,0.6,143,5,14,985,1587,1393,9,6,14,Yes,No,No,0
104233,1154,No,0.5,No,12,Yes,Low,0.7,156,7,14,251,1801,587,8,3,4,Yes,Yes,Yes,0
104234,1164,Yes,2.6,Yes,0,No,High,0.3,88,1,6,1107,1656,3859,11,10,17,No,Yes,No,1
104235,2075,Yes,3.8,Yes,4,No,Medium,0.5,216,4,3,634,835,541,0,1,6,No,No,Yes,0
104236,,Yes,2.4,,,Yes,,0.2,117,2,6,,539,,18,12,10,Yes,Yes,Yes,0
104237,1530,No,2.0,No,11,No,Medium,0.8,177,6,13,454,1975,725,11,10,19,No,No,Yes,0
104238,769,No,0.5,Yes,12,Yes,Medium,0.2,112,4,19,1385,1780,941,15,8,20,Yes,No,Yes,0
104239,815,Yes,3.1,Yes,18,Yes,Medium,0.6,101,2,22,1095,1178,1919,15,16,4,Yes,No,No,0
104240,1602,Yes,2.9,No,3,No,Low,0.9,119,1,14,529,661,2936,7,2,3,Yes,Yes,No,0
104241,,No,0.5,,,Yes,,0.6,153,,19,,1244,,9,1,20,Yes,No,,0
104242,1685,Yes,0.5,No,1,Yes,Medium,0.1,112,7,2,785,783,2781,15,13,0,Yes,Yes,Yes,1
104243,1109,Yes,2.8,Yes,6,No,Medium,0.9,151,1,12,124,833,2785,15,10,16,Yes,No,No,0
104244,1536,Yes,0.1,Yes,6,Yes,Medium,0.9,11,4,19,45,1473,3009,14,6,17,Yes,Yes,Yes,0
104245,1199,Yes,1.4,No,1,No,Low,0.2,182,7,9,834,1363,1980,9,3,7,Yes,Yes,No,0
104246,1891,No,2.8,No,7,Yes,Medium,0.4,129,7,14,169,1108,3704,8,6,11,Yes,No,No,0
104247,1645,Yes,1.0,Yes,2,No,High,0.6,115,9,13,728,1074,3617,16,4,27,Yes,Yes,Yes,1
104248,1840,No,0.3,Yes,13,No,Medium,0.8,123,1,18,256,1562,1129,4,3,7,No,No,No,0
104249,783,Yes,1.0,No,2,No,Low,0.1,85,10,5,1347,1421,1855,19,0,10,No,No,Yes,0
104250,1024,Yes,0.8,No,13,Yes,Medium,0.9,193,1,24,1025,2029,1506,1,1,17,Yes,No,Yes,0
104251,1666,Yes,1.3,No,1,Yes,Medium,0.7,190,0,3,418,505,3467,9,1,15,Yes,No,Yes,1
104252,876,No,3.3,Yes,0,No,Medium,0.1,70,7,14,498,1810,610,15,0,26,Yes,Yes,Yes,0
104253,1547,No,2.9,Yes,6,No,Medium,0.7,166,2,8,583,590,505,12,2,3,No,Yes,Yes,0
104254,972,Yes,1.7,No,,Yes,Medium,0.7,107,3,4,681,1050,1900,16,8,19,Yes,No,Yes,0
104255,1624,No,1.6,Yes,8,No,Medium,0.4,150,2,10,689,699,2473,16,11,2,Yes,No,No,1
104256,1191,No,1.0,Yes,25,Yes,Medium,0.5,261,3,26,615,955,4002,8,7,33,Yes,Yes,No,1
104257,559,No,0.4,No,5,Yes,Medium,0.3,125,1,6,602,1665,1504,25,7,1,Yes,Yes,Yes,0
104258,1189,Yes,2.3,No,13,No,Low,0.5,198,3,14,379,932,893,9,6,13,Yes,Yes,No,0
104259,1610,Yes,0.4,No,2,No,Low,0.1,162,5,6,747,1495,2090,15,10,14,Yes,Yes,No,1
104260,1070,No,2.0,Yes,5,Yes,High,0.1,150,7,5,1187,1986,164,9,0,12,Yes,No,No,0
104261,959,Yes,1.7,No,15,No,Low,0.4,155,4,16,87,736,3328,10,9,10,Yes,Yes,Yes,0
104262,501,Yes,0.1,No,13,No,High,1.4,174,14,27,1658,1564,2064,3,2,15,No,Yes,Yes,0
104263,936,Yes,2.3,No,5,Yes,Medium,0.2,129,2,6,657,938,2049,12,8,5,Yes,Yes,No,0
104264,1911,Yes,2.0,No,7,Yes,High,0.6,163,8,8,1795,1958,3872,9,8,11,Yes,Yes,No,1
104265,2051,Yes,3.6,Yes,9,No,Low,0.1,204,8,18,644,686,2396,7,0,18,Yes,Yes,No,0
104266,946,Yes,2.6,Yes,17,No,Low,0.1,166,3,20,1698,1771,3720,15,7,4,No,Yes,No,0
104267,1168,No,1.3,No,9,No,High,0.1,90,8,10,159,1578,3173,9,4,17,No,No,Yes,0
